name,album,artists,artist_ids,year,release_date,disc_number,track_number,danceability,energy,acousticness,valence,tempo,duration_ms,instrumentalness,liveness,loudness,speechiness
Needle In The Hay,Elliott Smith,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1995,1995-07-01,1,1,0.552,0.213,0.5770000000000001,0.332,116.165,259893,0.0105,0.1159999999999999,-16.777,0.0387
Christian Brothers,Elliott Smith,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1995,1995-07-01,1,2,0.613,0.37,0.392,0.416,104.197,270720,6.579999999999999e-05,0.1939999999999999,-10.932,0.0274
Clementine,Elliott Smith,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1995,1995-07-01,1,3,0.583,0.172,0.207,0.309,141.982,166320,0.5670000000000001,0.134,-18.04,0.0453
Southern Belle,Elliott Smith,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1995,1995-07-01,1,4,0.516,0.267,0.222,0.475,121.06,186347,0.00013,0.0749,-14.550999999999998,0.0347
Single File,Elliott Smith,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1995,1995-07-01,1,5,0.615,0.299,0.11,0.466,111.704,146453,6.76e-06,0.135,-14.674,0.0393
Coming Up Roses,Elliott Smith,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1995,1995-07-01,1,6,0.532,0.296,0.186,0.242,94.109,190573,0.0,0.235,-13.525,0.0292
Satellite,Elliott Smith,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1995,1995-07-01,1,7,0.421,0.207,0.141,0.43,136.859,145787,0.00964,0.293,-17.967,0.031
Alphabet Town,Elliott Smith,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1995,1995-07-01,1,8,0.436,0.204,0.0871,0.228,155.125,251787,0.00335,0.18,-16.465999999999998,0.0295
St. Ides Heaven,Elliott Smith,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1995,1995-07-01,1,9,0.62,0.322,0.233,0.604,114.998,180120,0.00541,0.122,-14.524,0.036
Good To Go,Elliott Smith,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1995,1995-07-01,1,10,0.539,0.208,0.335,0.351,107.236,144587,0.018,0.119,-17.987000000000005,0.0297
The White Lady Loves You More,Elliott Smith,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1995,1995-07-01,1,11,0.352,0.19,0.0833,0.331,157.10399999999996,144800,0.000687,0.1369999999999999,-18.358,0.039
The Biggest Lie,Elliott Smith,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1995,1995-07-01,1,12,0.5429999999999999,0.158,0.515,0.293,150.375,159747,6.64e-05,0.123,-16.026,0.0357
Speed Trials,Speed Trials,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1996,1996-10-01,1,1,0.637,0.284,0.81,0.206,102.731,195760,0.406,0.0998,-16.965,0.0332
Angeles,Speed Trials,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1996,1996-10-01,1,2,0.54,0.102,0.87,0.606,118.293,171173,0.253,0.104,-23.275,0.0439
I Don't Think I'm Ever Gonna Figure It Out,Speed Trials,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1996,1996-10-01,1,3,0.634,0.305,0.883,0.183,116.367,131080,0.0529,0.0995,-18.926,0.0477
Needle In The Hay,Needle In The Hay,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1995,1995-01-01,1,1,0.557,0.2739999999999999,0.3929999999999999,0.301,116.222,258501,0.00594,0.118,-14.773,0.0356
Alphabet Town,Needle In The Hay,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1995,1995-01-01,1,2,0.493,0.287,0.0902,0.26,77.744,259411,0.000658,0.0927,-12.733,0.0279999999999999
Some Song,Needle In The Hay,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1995,1995-01-01,1,3,0.713,0.246,0.359,0.401,110.844,140899,0.0,0.173,-11.007,0.0483
"Everybody Cares, Everybody Understands",Drinking From Puddles: A Radio History,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1999,1999-03-23,1,13,0.662,0.284,0.843,0.212,123.608,188653,0.0,0.1169999999999999,-12.593,0.0383
Angel In The Snow,New Moon,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2007,2007-05-08,1,1,0.313,0.226,0.736,0.183,72.018,157360,0.000416,0.0918,-14.300999999999998,0.0551
Talking To Mary,New Moon,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2007,2007-05-08,1,2,0.411,0.209,0.7879999999999999,0.332,168.31400000000005,222200,0.0103,0.1639999999999999,-14.815,0.0392
High Times,New Moon,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2007,2007-05-08,1,3,0.616,0.235,0.35,0.249,122.443,191773,4.18e-06,0.0989,-13.144,0.0353
New Monkey,New Moon,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2007,2007-05-08,1,4,0.637,0.411,0.37,0.4589999999999999,113.64,192533,0.0,0.218,-10.224,0.0339
Looking Over My Shoulder,New Moon,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2007,2007-05-08,1,5,0.595,0.241,0.887,0.38,113.435,219667,0.0,0.183,-11.647,0.0371
Going Nowhere,New Moon,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2007,2007-05-08,1,6,0.544,0.187,0.742,0.289,108.842,231560,0.0894,0.107,-16.98,0.0303
Riot Coming,New Moon,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2007,2007-05-08,1,7,0.579,0.22,0.526,0.209,115.662,223840,5.78e-06,0.119,-12.572,0.0289999999999999
All Cleaned Out,New Moon,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2007,2007-05-08,1,8,0.528,0.309,0.789,0.603,156.745,177493,4.16e-06,0.122,-11.984000000000002,0.0325
First Timer,New Moon,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2007,2007-05-08,1,9,0.618,0.207,0.764,0.45,90.851,162040,0.0034799999999999,0.138,-16.713,0.0308
Go By,New Moon,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2007,2007-05-08,1,10,0.423,0.2769999999999999,0.861,0.24,143.961,226560,0.216,0.103,-13.257,0.0314
Miss Misery (Early Version),New Moon,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2007,2007-05-08,1,11,0.446,0.186,0.899,0.355,134.766,176267,0.433,0.102,-16.225,0.0389
Thirteen,New Moon,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2007,2007-05-08,1,12,0.534,0.171,0.908,0.4679999999999999,115.318,163267,0.179,0.126,-15.707,0.0329
"Georgia, Georgia",New Moon,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2007,2007-05-08,2,1,0.6659999999999999,0.209,0.809,0.612,119.656,106000,0.000196,0.157,-15.691,0.0441
Whatever (Folk Song In C),New Moon,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2007,2007-05-08,2,2,0.585,0.19,0.616,0.3720000000000001,90.464,137800,0.0009,0.176,-14.184,0.034
Big Decision,New Moon,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2007,2007-05-08,2,3,0.467,0.3720000000000001,0.608,0.647,130.52100000000002,120333,0.0,0.147,-11.75,0.0715
Placeholder,New Moon,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2007,2007-05-08,2,4,0.474,0.206,0.8909999999999999,0.336,150.972,150160,0.0348,0.155,-16.24,0.0436
New Disaster,New Moon,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2007,2007-05-08,2,5,0.3670000000000001,0.294,0.856,0.3229999999999999,162.835,250467,0.0988,0.0929,-15.74,0.0358
Seen How Things Are Hard,New Moon,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2007,2007-05-08,2,6,0.473,0.361,0.0511,0.239,101.665,201267,0.0404,0.2,-13.758,0.0327
Fear City,New Moon,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2007,2007-05-08,2,7,0.5589999999999999,0.5529999999999999,0.0285,0.408,96.263,209933,0.0003509999999999,0.119,-10.316,0.027
Either/Or,New Moon,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2007,2007-05-08,2,8,0.504,0.416,0.3,0.511,116.097,147267,0.00527,0.0848,-11.859000000000002,0.0364
Pretty Mary K (Other Version),New Moon,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2007,2007-05-08,2,9,0.578,0.324,0.769,0.331,108.52,204573,0.0847,0.0998,-15.158,0.0455
Almost Over,New Moon,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2007,2007-05-08,2,10,0.4029999999999999,0.469,0.77,0.316,119.773,131760,0.23,0.222,-11.443,0.037
See You Later,New Moon,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2007,2007-05-08,2,11,0.483,0.181,0.857,0.3779999999999999,84.18799999999997,174400,0.26,0.107,-15.864,0.0325
Half Right,New Moon,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2007,2007-05-08,2,12,0.6409999999999999,0.143,0.878,0.376,98.363,230573,0.917,0.114,-17.840999999999994,0.0316
Carin At the Liquor Store - Recorded at Spotify Studios NYC,Spotify Singles,['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2017,2017-11-15,1,1,0.406,0.2289999999999999,0.946,0.187,100.942,195775,0.0358,0.124,-13.637,0.0469
Maybe Not - Recorded at Spotify Studios NYC,Spotify Singles,['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2017,2017-11-15,1,2,0.484,0.214,0.584,0.161,117.771,247228,0.0073,0.1159999999999999,-16.226,0.0406
Roman Candle,Roman Candle,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1994,1994-07-14,1,1,0.4370000000000001,0.352,0.241,0.15,118.136,216960,0.00179,0.133,-13.979,0.0358
Condor Ave,Roman Candle,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1994,1994-07-14,1,2,0.3670000000000001,0.307,0.193,0.467,92.711,214853,0.0,0.118,-11.21,0.0624
No Name #1,Roman Candle,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1994,1994-07-14,1,3,0.499,0.386,0.2769999999999999,0.36,72.285,183053,0.0126,0.0619,-9.809,0.0285
No Name #2,Roman Candle,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1994,1994-07-14,1,4,0.516,0.3429999999999999,0.151,0.34,76.009,214800,0.0206,0.0639,-9.983,0.0325
No Name #3,Roman Candle,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1994,1994-07-14,1,5,0.586,0.309,0.316,0.293,79.54,193240,0.00275,0.159,-12.684,0.0278
Drive All Over Town,Roman Candle,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1994,1994-07-14,1,6,0.417,0.324,0.1669999999999999,0.381,161.123,156667,0.00255,0.13,-10.99,0.0331
No Name #4,Roman Candle,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1994,1994-07-14,1,7,0.529,0.3339999999999999,0.092,0.1969999999999999,126.016,149987,0.0,0.121,-12.909,0.0358
Last Call,Roman Candle,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1994,1994-07-14,1,8,0.435,0.442,0.242,0.209,145.859,278013,0.0,0.1009999999999999,-7.037000000000001,0.0364
Kiwi Maddog 20/20 (version 2 of 2),Roman Candle,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],1994,1994-07-14,1,9,0.428,0.489,0.42,0.172,152.934,220840,0.846,0.114,-9.257,0.0312
When It Started,Spider Man - Music From And Inspired By,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2002,2002-07-12,1,10,0.708,0.64,0.257,0.921,132.016,174533,0.00576,0.134,-8.381,0.0339
Terrible Love,High Violet (Expanded Edition),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2010,2010-11-22,1,1,0.304,0.795,0.55,0.35,79.884,279760,0.7240000000000001,0.118,-6.023,0.0554
Sorrow,High Violet (Expanded Edition),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2010,2010-11-22,1,2,0.55,0.74,0.172,0.522,122.277,205213,0.6629999999999999,0.0584,-8.83,0.0274
Anyone's Ghost,High Violet (Expanded Edition),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2010,2010-11-22,1,3,0.745,0.789,0.281,0.7440000000000001,120.061,174173,0.769,0.108,-7.1320000000000014,0.0917
Little Faith,High Violet (Expanded Edition),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2010,2010-11-22,1,4,0.419,0.725,0.418,0.3379999999999999,149.991,276640,0.128,0.0776,-7.729,0.0359
Afraid of Everyone,High Violet (Expanded Edition),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2010,2010-11-22,1,5,0.527,0.779,0.504,0.239,126.026,259093,0.8029999999999999,0.0996,-7.638,0.0508
Bloodbuzz Ohio,High Violet (Expanded Edition),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2010,2010-11-22,1,6,0.402,0.835,0.0558,0.69,157.066,275933,0.18,0.103,-6.367000000000001,0.043
Lemonworld,High Violet (Expanded Edition),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2010,2010-11-22,1,7,0.648,0.745,0.63,0.589,126.008,203733,0.7120000000000001,0.0901,-8.546,0.0358
Runaway,High Violet (Expanded Edition),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2010,2010-11-22,1,8,0.583,0.441,0.868,0.3429999999999999,135.019,333787,0.557,0.1169999999999999,-10.318,0.0325
Conversation 16,High Violet (Expanded Edition),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2010,2010-11-22,1,9,0.5539999999999999,0.851,0.608,0.516,116.978,258933,0.912,0.24,-7.61,0.0368
England,High Violet (Expanded Edition),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2010,2010-11-22,1,10,0.49,0.6459999999999999,0.7020000000000001,0.266,122.96,340187,0.821,0.106,-8.956,0.04
Vanderlyle Crybaby Geeks,High Violet (Expanded Edition),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2010,2010-11-22,1,11,0.4639999999999999,0.513,0.7020000000000001,0.308,117.935,252200,0.0001149999999999,0.174,-7.683,0.0284
Terrible Love - Alternate Version,High Violet (Expanded Edition),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2010,2010-11-22,2,1,0.397,0.722,0.00562,0.4029999999999999,81.296,258520,0.0284,0.118,-7.599,0.037
Wake Up Your Saints,High Violet (Expanded Edition),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2010,2010-11-22,2,2,0.526,0.6890000000000001,0.168,0.409,168.109,254040,0.0371,0.0699,-7.275,0.0304
You Were a Kindness,High Violet (Expanded Edition),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2010,2010-11-22,2,3,0.374,0.563,0.669,0.292,80.911,265560,0.75,0.156,-8.374,0.0291
Walk Off,High Violet (Expanded Edition),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2010,2010-11-22,2,4,0.545,0.304,0.929,0.158,71.942,160533,0.00421,0.095,-9.066,0.0317
Sin-Eaters,High Violet (Expanded Edition),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2010,2010-11-22,2,5,0.534,0.447,0.629,0.315,161.91,219387,0.522,0.1169999999999999,-9.104,0.0304
Bloodbuzz Ohio - Live on The Current,High Violet (Expanded Edition),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2010,2010-11-22,2,6,0.294,0.33,0.918,0.1669999999999999,180.884,233160,0.522,0.1119999999999999,-10.751,0.0282
Anyone's Ghost - Live at Brooklyn Academy of Music,High Violet (Expanded Edition),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2010,2010-11-22,2,7,0.546,0.945,0.0019199999999999,0.74,126.263,178013,0.377,0.982,-6.013999999999999,0.0486
England - Live at Brooklyn Academy of Music,High Violet (Expanded Edition),['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2010,2010-11-22,2,8,0.405,0.789,0.0339,0.417,125.344,326733,0.855,0.5,-7.03,0.0344
Hard To Explain,Hard To Explain/New York City Cops,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2002,2002-04-30,1,1,0.406,0.6659999999999999,0.000426,0.645,82.48899999999998,225840,0.76,0.057,-6.2970000000000015,0.057
New York City Cops,Hard To Explain/New York City Cops,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2002,2002-04-30,1,2,0.523,0.855,0.0749,0.486,107.967,211360,3.34e-05,0.327,-7.6789999999999985,0.0371
Take It Or Leave It - Live in LA; Village Sessions,Hard To Explain/New York City Cops,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2002,2002-04-30,1,3,0.205,0.928,0.135,0.527,160.24200000000005,195520,0.039,0.375,-6.1720000000000015,0.171
Trying Your Luck - Live in LA; Village Sessions,Hard To Explain/New York City Cops,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2002,2002-04-30,1,4,0.286,0.923,0.0104,0.55,140.126,205760,0.0273,0.2239999999999999,-5.268,0.0757
Pretty (Ugly Before) [Live at Largo],Pretty (Ugly Before) [Live at Largo],['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2017,2017-05-05,1,1,0.4039999999999999,0.301,0.5670000000000001,0.14,78.529,264735,0.00231,0.7020000000000001,-14.312,0.0294
Tom Waits and the Attack of the Crab Monsters (feat. Elliott Smith),Western Electric,"['Pete Krebs', 'Elliott Smith']","['7qwyDX3fD7i7Der8oU30Ts', '2ApaG60P4r0yhBoDCGD8YG']",1997,1997-04-15,1,11,0.4679999999999999,0.599,0.000483,0.631,116.86,89440,0.873,0.888,-10.962,0.0948
You Had Your Soul With You,I Am Easy to Find,['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-05-17,1,1,0.521,0.777,0.0194,0.278,154.015,206280,0.0953,0.0865,-5.823,0.0878
Quiet Light,I Am Easy to Find,['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-05-17,1,2,0.625,0.883,0.201,0.355,105.994,255280,0.885,0.118,-6.99,0.0485
Roman Holiday,I Am Easy to Find,['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-05-17,1,3,0.5329999999999999,0.4629999999999999,0.6409999999999999,0.3829999999999999,155.067,214787,0.376,0.213,-10.956,0.0698
Oblivions,I Am Easy to Find,['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-05-17,1,4,0.479,0.5489999999999999,0.89,0.1639999999999999,130.07399999999998,253987,0.0254,0.111,-8.852,0.0458
The Pull Of You,I Am Easy to Find,['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-05-17,1,5,0.376,0.8190000000000001,0.402,0.288,138.476,238640,0.0575,0.114,-6.473,0.161
Hey Rosey,I Am Easy to Find,['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-05-17,1,6,0.63,0.608,0.647,0.237,131.062,254107,0.17,0.165,-7.975,0.0347
I Am Easy To Find,I Am Easy to Find,['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-05-17,1,7,0.484,0.3720000000000001,0.931,0.193,133.857,270587,0.4479999999999999,0.244,-11.411,0.0317
Her Father In The Pool,I Am Easy to Find,['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-05-17,1,8,0.317,0.123,0.995,0.0383,71.869,62520,0.956,0.1,-22.737,0.062
Where Is Her Head,I Am Easy to Find,['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-05-17,1,9,0.525,0.855,0.138,0.218,95.965,281613,0.6920000000000001,0.061,-5.336,0.0546
Not In Kansas,I Am Easy to Find,['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-05-17,1,10,0.488,0.348,0.882,0.108,78.075,404720,2.32e-06,0.0877,-10.467,0.0399
So Far So Fast,I Am Easy to Find,['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-05-17,1,11,0.498,0.6729999999999999,0.72,0.27,112.017,396893,0.465,0.0645,-11.206,0.0333
Dust Swirls In Strange Light,I Am Easy to Find,['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-05-17,1,12,0.603,0.563,0.657,0.186,112.059,198800,0.1159999999999999,0.128,-9.959,0.0344
Hairpin Turns,I Am Easy to Find,['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-05-17,1,13,0.65,0.449,0.522,0.416,136.091,267520,0.0702,0.0906,-9.2,0.0471
Rylan,I Am Easy to Find,['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-05-17,1,14,0.609,0.789,0.4029999999999999,0.7240000000000001,144.05,223853,0.0774,0.0446,-5.565,0.0466
Underwater,I Am Easy to Find,['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-05-17,1,15,0.195,0.25,0.994,0.0376,78.09899999999998,81480,0.967,0.134,-14.277,0.0341
Light Years,I Am Easy to Find,['The National'],['2cCUtGK9sDU2EoElnk0GNB'],2019,2019-05-17,1,16,0.5429999999999999,0.316,0.95,0.178,124.946,213373,0.672,0.0978,-11.666,0.0307
Is This It,Is This It,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2001,2001-07-30,1,1,0.667,0.6920000000000001,0.147,0.846,96.021,151333,3.75e-05,0.349,-8.361,0.0285
The Modern Age,Is This It,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2001,2001-07-30,1,2,0.528,0.888,0.0116,0.897,145.971,208067,0.762,0.154,-6.039,0.0326
Soma,Is This It,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2001,2001-07-30,1,3,0.499,0.706,0.0747,0.483,148.931,153840,0.0028899999999999,0.0753,-7.335,0.0302
Barely Legal,Is This It,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2001,2001-07-30,1,4,0.426,0.884,0.00326,0.852,157.811,234693,0.0495,0.0903,-6.279,0.0365
Someday,Is This It,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2001,2001-07-30,1,5,0.5379999999999999,0.52,0.00425,0.6779999999999999,106.031,183440,0.0,0.3670000000000001,-7.46,0.0299
"Alone, Together",Is This It,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2001,2001-07-30,1,6,0.515,0.863,0.00778,0.961,143.017,188640,0.8959999999999999,0.0616,-5.756,0.0308
Last Nite,Is This It,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2001,2001-07-30,1,7,0.624,0.899,0.0223,0.797,104.055,193373,0.000155,0.0975,-5.71,0.0295
Hard To Explain,Is This It,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2001,2001-07-30,1,8,0.408,0.665,0.0004559999999999,0.667,82.525,224333,0.863,0.0888,-6.2860000000000005,0.0578
When It Started,Is This It,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2001,2001-07-30,1,9,0.722,0.654,0.265,0.904,131.96200000000002,175200,0.00392,0.15,-8.107000000000001,0.0328
Trying Your Luck,Is This It,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2001,2001-07-30,1,10,0.503,0.6890000000000001,0.00855,0.615,143.906,202760,0.0126,0.131,-9.424,0.0313
Take It Or Leave It,Is This It,['The Strokes'],['0epOFNiUfyON9EYx7Tpr6V'],2001,2001-07-30,1,11,0.43,0.913,0.000959,0.481,154.066,196067,0.369,0.1369999999999999,-6.202999999999999,0.0389
Ballad of Big Nothing,An Introduction to Elliott Smith,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2010,2010-11-02,1,1,0.6409999999999999,0.5379999999999999,0.3339999999999999,0.7,109.268,167920,0.000174,0.148,-9.651,0.0285
"Waltz, No. 2 (XO)",An Introduction to Elliott Smith,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2010,2010-11-02,1,2,0.631,0.491,0.39,0.648,132.156,278720,4.9e-05,0.0876,-7.677,0.0257
Pictures of Me,An Introduction to Elliott Smith,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2010,2010-11-02,1,3,0.595,0.47,0.208,0.319,135.332,227227,2.7399999999999995e-05,0.136,-7.937,0.0289999999999999
The Biggest Lie,An Introduction to Elliott Smith,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2010,2010-11-02,1,4,0.546,0.215,0.542,0.337,150.741,161040,0.000131,0.121,-13.719,0.0308
Alameda,An Introduction to Elliott Smith,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2010,2010-11-02,1,5,0.598,0.481,0.389,0.3429999999999999,78.467,224947,0.0797,0.2319999999999999,-9.759,0.0303
Between the Bars,An Introduction to Elliott Smith,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2010,2010-11-02,1,6,0.4629999999999999,0.14,0.918,0.414,135.77,142173,0.588,0.0993,-19.344,0.0576
Needle in the Hay,An Introduction to Elliott Smith,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2010,2010-11-02,1,7,0.552,0.211,0.602,0.35,116.254,259893,0.00725,0.1159999999999999,-16.791,0.0388
Last Call,An Introduction to Elliott Smith,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2010,2010-11-02,1,8,0.3879999999999999,0.445,0.233,0.246,146.833,278680,0.0,0.11,-7.914,0.0326
Angeles,An Introduction to Elliott Smith,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2010,2010-11-02,1,9,0.5329999999999999,0.226,0.809,0.624,118.225,176227,0.207,0.138,-16.367,0.0473
Twilight,An Introduction to Elliott Smith,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2010,2010-11-02,1,10,0.409,0.412,0.446,0.489,141.157,265627,0.0001419999999999,0.353,-11.04,0.0367
Pretty (Ugly Before),An Introduction to Elliott Smith,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2010,2010-11-02,1,11,0.457,0.569,0.0381,0.177,75.94,285240,0.000333,0.0841,-6.414,0.0269
Angel in the Snow,An Introduction to Elliott Smith,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2010,2010-11-02,1,12,0.634,0.353,0.597,0.23,108.326,158200,0.000644,0.075,-10.993,0.0315
Miss Misery - Early Version,An Introduction to Elliott Smith,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2010,2010-11-02,1,13,0.4920000000000001,0.2269999999999999,0.904,0.3339999999999999,134.655,175147,0.402,0.111,-14.325,0.0363
Happiness - Single Version,An Introduction to Elliott Smith,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2010,2010-11-02,1,14,0.4639999999999999,0.542,0.0090599999999999,0.206,75.926,315373,0.00141,0.354,-8.56,0.0299
Coast to Coast,From A Basement On The Hill,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2004,2004-10-18,1,1,0.183,0.677,0.301,0.174,84.40899999999998,333667,1.89e-06,0.125,-9.803,0.0434
Let's Get Lost,From A Basement On The Hill,['Elliott Smith'],['2ApaG60P4r0yhBoDCGD8YG'],2004,2004-10-18,1,2,0.541,0.337,0.831,0.575,92.112,147240,0.000805,0.1009999999999999,-15.223,0.0406
